"id_peserta","nama","nama_ayah","nama_ibu","nama_wali","id_pendidikan_ayah","nama_pendidikan_ayah","id_pendidikan_ibu","nama_pendidikan_ibu","id_pendidikan_wali","nama_pendidikan_wali","nama_penghasilan_ayah","id_penghasilan_ayah","nama_penghasilan_ibu","id_penghasilan_ibu","nama_penghasilan_wali","id_penghasilan_wali"
529,Jacenta Matveyev,Maximilian,Berny,,4,Diploma,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
530,Napoleon Hovington,Hewet,Regina,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
531,Bartholomeus Gamlyn,Jules,Mathilde,,4,Diploma,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
532,Montague Mansion,Artemas,Sari,,7,Doktoral,6,Magister,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
533,Benjy Meert,Mortimer,Kasey,,6,Magister,6,Magister,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
534,Tracee Gianettini,Nicolis,Seka,,2,Sekolah Menengah Pertama,6,Magister,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
535,Venita O'Lunney,Lonnie,Katuscha,,4,Diploma,7,Doktoral,,,"10 Juta - 20 Juta",4,"5 Juta - 10 Juta",3,,
536,Roscoe MacBean,Earl,Jemimah,,3,Sekolah Menengah Atas,5,Sarjana,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
537,Alyce O'Farrell,Griswold,Caterina,,5,Sarjana,5,Sarjana,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
538,Chet Oldacre,Kane,Jaclin,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
539,Cindelyn McGilvra,Zebulen,Leodora,,1,Sekolah Dasar,5,Sarjana,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
540,Nigel Cantos,Crichton,Gusella,,2,Sekolah Menengah Pertama,6,Magister,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
541,Blisse Hearnshaw,Maury,Felipa,,5,Sarjana,2,Sekolah Menengah Pertama,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
542,Sadie Hannan,Far,Julie,,2,Sekolah Menengah Pertama,5,Sarjana,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
543,Vick Staniford,Fernando,Angelica,,7,Doktoral,7,Doktoral,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
544,Welbie Hanny,Galvan,Diannne,,1,Sekolah Dasar,7,Doktoral,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
545,Idalia Martyntsev,Beale,Marget,,5,Sarjana,5,Sarjana,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
546,Delila Kenington,Aguistin,Caryn,,5,Sarjana,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
547,Normie Buffey,Ben,Toni,,4,Diploma,4,Diploma,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
548,Dill Hayto,Willy,Wylma,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
549,Sidonia Trusty,Neal,Gwenore,,1,Sekolah Dasar,6,Magister,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
550,Wilfred Easby,Paige,Sonni,,6,Magister,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
551,Raphaela Spread,Staffard,Chantalle,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
552,Jeniece Sabate,Ulises,Lanni,,4,Diploma,5,Sarjana,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
553,Gerianne Pedroli,Lemuel,Damara,,5,Sarjana,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
554,Adelina Sharpous,Maddie,Bonnie,,5,Sarjana,6,Magister,,,"5 Juta - 10 Juta",3,"5 Juta - 10 Juta",3,,
555,Winnah Witty,Arty,Allene,,7,Doktoral,6,Magister,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
556,Alastair Pashba,Yvon,Corie,,6,Magister,7,Doktoral,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
557,Charo Fromont,Abel,Addie,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
558,Lorry Scotson,Abelard,Jeana,,6,Magister,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
559,Addison Coyne,Bruno,Corrianne,,5,Sarjana,6,Magister,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
560,Reyna Timpany,Zollie,Rey,,4,Diploma,5,Sarjana,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
561,Zonnya Slocomb,Irwinn,Melisse,,6,Magister,6,Magister,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
562,Ilyssa O'Hare,Case,Cassandre,,5,Sarjana,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
563,Denney Curedell,Isac,Kassi,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
564,Cassandry Shugg,Ferd,Bellanca,,6,Magister,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"5 Juta - 10 Juta",3,,
565,Shannon Grishagin,Rourke,Judith,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"100 Juta - 500 Juta",7,,
566,Leta Limpertz,Norbie,Stephanie,,3,Sekolah Menengah Atas,4,Diploma,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
567,Hugues Ellson,Fabio,Kris,,5,Sarjana,4,Diploma,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
568,Carroll Crowcroft,Jordon,Jilli,,3,Sekolah Menengah Atas,7,Doktoral,,,"0 - 1 Juta",1,"100 Juta - 500 Juta",7,,
569,Adela MacNeachtain,Pembroke,Tana,,6,Magister,6,Magister,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
570,Skipton Anton,Cullin,Papagena,,3,Sekolah Menengah Atas,7,Doktoral,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
571,Ezra Quade,Reinhard,Amalita,,2,Sekolah Menengah Pertama,7,Doktoral,,,"1 Juta - 5 Juta",2,"500 Juta - 1 Miliar",8,,
572,Ringo Sacchetti,Skelly,Jobye,,3,Sekolah Menengah Atas,6,Magister,,,"0 - 1 Juta",1,"1 Juta - 5 Juta",2,,
573,Jeffry Grieve,Jo,Arleen,,5,Sarjana,7,Doktoral,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
574,Mel Gernier,Hagan,Codi,,6,Magister,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
575,Bride Bener,Calv,Danila,,2,Sekolah Menengah Pertama,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
576,Stevena Haycock,Padget,Babbie,,4,Diploma,6,Magister,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
577,Dolph Carson,Gregory,Tonia,,6,Magister,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
578,Adria Malinowski,Joshuah,Marissa,,3,Sekolah Menengah Atas,7,Doktoral,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
579,Hilary Rawlins,Hobey,May,,5,Sarjana,4,Diploma,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
580,Ax Allchorn,Burgess,Sophey,,6,Magister,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
581,Gertruda Darragh,James,Lynea,,2,Sekolah Menengah Pertama,4,Diploma,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
582,Jereme Dodsworth,Douglas,Mildred,,4,Diploma,7,Doktoral,,,"50 Juta - 100 Juta",6,"10 Juta - 20 Juta",4,,
583,Richmound Dalziel,Petr,Valeda,,5,Sarjana,4,Diploma,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
584,Anett Legrave,Putnem,Sharia,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
585,Terri Penman,Elijah,Lyndell,,1,Sekolah Dasar,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
586,Lyndy Pietersma,Trace,Merrilee,,5,Sarjana,7,Doktoral,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
587,Carly Lockyear,Pietro,Christine,,6,Magister,5,Sarjana,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
588,Carleton Maycock,Frederico,Trula,,7,Doktoral,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
589,Loleta Simonich,Bartholemy,Jill,,5,Sarjana,5,Sarjana,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
590,Hannah Say,Krishna,Roby,,5,Sarjana,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
591,Evyn Paolone,Nappie,Shirlene,,7,Doktoral,6,Magister,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
592,Wilfred Powney,Clayson,Madalena,,2,Sekolah Menengah Pertama,6,Magister,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
593,Cyb Forst,Berk,Layla,,2,Sekolah Menengah Pertama,5,Sarjana,,,"20 Juta - 50 Juta",5,"1 Juta - 5 Juta",2,,
594,Moira MacElharge,Roy,Mignon,,3,Sekolah Menengah Atas,5,Sarjana,,,"5 Juta - 10 Juta",3,"10 Juta - 20 Juta",4,,
595,Dieter Rollingson,Lanny,Michele,,6,Magister,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
596,Kathryne Backe,Bradley,Sammy,,2,Sekolah Menengah Pertama,6,Magister,,,"10 Juta - 20 Juta",4,"10 Juta - 20 Juta",4,,
597,Midge Coolbear,Carney,Joycelin,,4,Diploma,2,Sekolah Menengah Pertama,,,"0 - 1 Juta",1,"1 Juta - 5 Juta",2,,
598,Robb Rigglesford,Kiley,Katine,,1,Sekolah Dasar,6,Magister,,,"1 Juta - 5 Juta",2,"10 Juta - 20 Juta",4,,
599,Dorothee Garrity,Patton,Neala,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
600,Rollins Vivyan,Moshe,Charil,,3,Sekolah Menengah Atas,7,Doktoral,,,"100 Juta - 500 Juta",7,"5 Juta - 10 Juta",3,,
601,Ebenezer Blakeslee,Xavier,Daniela,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
602,Inez Falkus,Oswell,Jacquelynn,,5,Sarjana,5,Sarjana,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
603,Ophelia Beamont,Nickolai,Rosalind,,4,Diploma,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
604,Xenia Beardshall,Woodie,Cynthie,,4,Diploma,4,Diploma,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
605,Tome Janus,Gal,Natalya,,3,Sekolah Menengah Atas,6,Magister,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
606,Lian Matityahu,Rutger,Lusa,,5,Sarjana,6,Magister,,,"5 Juta - 10 Juta",3,"0 - 1 Juta",1,,
607,Raddy Lattka,Jeramey,Shanon,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
608,Harlen Olivetti,Abie,Mellicent,,4,Diploma,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
609,Dayna Bracknell,Ralf,Daria,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
610,Vere Cainey,Lodovico,Tessy,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
611,Amie Braemer,Darius,Margaret,,4,Diploma,2,Sekolah Menengah Pertama,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
612,Rosene Kirsopp,Garrard,Daisey,,2,Sekolah Menengah Pertama,5,Sarjana,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
613,Dorella Binnall,Bordy,Charity,,1,Sekolah Dasar,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
614,Megan Fenech,Cad,Shawn,,6,Magister,2,Sekolah Menengah Pertama,,,"10 Juta - 20 Juta",4,"20 Juta - 50 Juta",5,,
615,Elston Dessent,Malachi,Nance,,7,Doktoral,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
616,Em Friary,Harold,Pattie,,5,Sarjana,5,Sarjana,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
617,Frannie Sapson,Ira,Nerte,,6,Magister,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
618,Giovanni Manjin,Arel,Kathryne,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
619,Dasha Thunnercliff,Chadwick,Winnifred,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"1 Juta - 5 Juta",2,,
620,Tabbitha Pennrington,Aube,Ruthi,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
621,Anestassia McEntegart,Grantley,Hilliary,,6,Magister,6,Magister,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
622,Goddart Skures,Patsy,Elianora,,6,Magister,6,Magister,,,"10 Juta - 20 Juta",4,"500 Juta - 1 Miliar",8,,
623,Oneida Goodison,Marvin,Kissie,,4,Diploma,7,Doktoral,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
624,Avery Kitchingman,Matias,Vania,,6,Magister,7,Doktoral,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
625,Leupold Gomar,Graeme,Dulcia,,1,Sekolah Dasar,4,Diploma,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
626,Kassi Lillegard,Cosme,Maia,,4,Diploma,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
627,Genovera Smallshaw,Filippo,Milissent,,7,Doktoral,1,Sekolah Dasar,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
628,Celka Higford,Arvin,Catharine,,4,Diploma,4,Diploma,,,"50 Juta - 100 Juta",6,"5 Juta - 10 Juta",3,,
629,Kikelia Abrahamsohn,Wayne,Alexia,,5,Sarjana,5,Sarjana,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
630,Erl Suller,Chane,Shana,,3,Sekolah Menengah Atas,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
631,Bren Jonson,Christoforo,Allianora,,5,Sarjana,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
632,Georgine MacNockater,Filberto,Karil,,7,Doktoral,7,Doktoral,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
633,Maridel Flode,Oran,Guendolen,,6,Magister,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"1 Juta - 5 Juta",2,,
634,Consalve Fritter,Killian,Constance,,4,Diploma,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
635,Boyd Eye,Zared,Quinn,,4,Diploma,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
636,Shawna Rosas,Price,Whitney,,5,Sarjana,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
637,Hugo Squibe,Truman,Nerta,,7,Doktoral,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
638,Crysta Myott,Raimondo,Nadeen,,7,Doktoral,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
639,Simonne Fliege,Packston,Lacie,,5,Sarjana,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"0 - 1 Juta",1,,
640,Elora Gerold,Siffre,Hyacinthia,,1,Sekolah Dasar,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
641,Blaine Liebrecht,Wang,Elberta,,1,Sekolah Dasar,6,Magister,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
642,Charlotta Heasley,Cary,Eustacia,,7,Doktoral,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"10 Juta - 20 Juta",4,,
643,Cory Fantonetti,Albrecht,Darci,,2,Sekolah Menengah Pertama,6,Magister,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
644,Jervis Surgeon,Nick,Josepha,,7,Doktoral,7,Doktoral,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
645,Deane Rudge,Arlin,Kary,,1,Sekolah Dasar,6,Magister,,,"50 Juta - 100 Juta",6,"1 Juta - 5 Juta",2,,
646,Viviana Spybey,Cord,Faye,,5,Sarjana,1,Sekolah Dasar,,,"500 Juta - 1 Miliar",8,"20 Juta - 50 Juta",5,,
647,Pauline Hatch,Clive,Shoshana,,3,Sekolah Menengah Atas,7,Doktoral,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
648,Jemimah Osanne,Burty,Lonni,,6,Magister,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"20 Juta - 50 Juta",5,,
649,Quintina Bendall,Brucie,Serena,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
650,Kayley Deeming,Vinny,Lauretta,,4,Diploma,7,Doktoral,,,"50 Juta - 100 Juta",6,"20 Juta - 50 Juta",5,,
651,Kirk Giovanardi,Bill,Sibel,,2,Sekolah Menengah Pertama,2,Sekolah Menengah Pertama,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
652,Jacklin Franzke,Hurleigh,Jasmine,,6,Magister,6,Magister,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
653,Naoma Rosencrantz,Chrisy,Nadya,,2,Sekolah Menengah Pertama,5,Sarjana,,,"5 Juta - 10 Juta",3,"500 Juta - 1 Miliar",8,,
654,Rudolph Duffil,Giles,Marillin,,3,Sekolah Menengah Atas,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
655,Cordelia Glasson,Salomone,Conchita,,4,Diploma,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"500 Juta - 1 Miliar",8,,
656,Timofei Ryley,Gibbie,Augustine,,3,Sekolah Menengah Atas,4,Diploma,,,"50 Juta - 100 Juta",6,"0 - 1 Juta",1,,
657,Derk Addenbrooke,Grange,Gerry,,4,Diploma,2,Sekolah Menengah Pertama,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
658,Kath Macer,Jermaine,Kathi,,6,Magister,4,Diploma,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
659,Marius Coorington,Lin,Pia,,6,Magister,1,Sekolah Dasar,,,"50 Juta - 100 Juta",6,"50 Juta - 100 Juta",6,,
660,Fanechka Christophers,Mikel,Ertha,,3,Sekolah Menengah Atas,7,Doktoral,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
661,Flora Aughton,Yehudit,Zorah,,1,Sekolah Dasar,1,Sekolah Dasar,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
662,Antonin Idenden,Reinaldos,Salaidh,,7,Doktoral,4,Diploma,,,"20 Juta - 50 Juta",5,"0 - 1 Juta",1,,
663,Jehu Rehorek,Gordy,Shayne,,4,Diploma,4,Diploma,,,"20 Juta - 50 Juta",5,"20 Juta - 50 Juta",5,,
664,Lutero Jobb,Brigg,Thekla,,6,Magister,7,Doktoral,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
665,Heidi Swalwell,Stacy,Birgitta,,6,Magister,5,Sarjana,,,"0 - 1 Juta",1,"50 Juta - 100 Juta",6,,
666,Truda Reggiani,Chrisy,Emalia,,1,Sekolah Dasar,6,Magister,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
667,Joli Scallan,Kristoforo,Glennis,,7,Doktoral,6,Magister,,,"20 Juta - 50 Juta",5,"5 Juta - 10 Juta",3,,
668,Shena Dougher,Isadore,Guendolen,,3,Sekolah Menengah Atas,7,Doktoral,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
669,Merna Orbon,Chane,Dottie,,4,Diploma,6,Magister,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
670,Mahmud Dudenie,Eldredge,Angele,,4,Diploma,5,Sarjana,,,"0 - 1 Juta",1,"10 Juta - 20 Juta",4,,
671,Hildagarde Carslake,Patten,Zola,,5,Sarjana,5,Sarjana,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
672,Bibby Lackinton,Thorndike,Shalna,,6,Magister,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
673,Austine Hacard,Harp,Sindee,,6,Magister,5,Sarjana,,,"50 Juta - 100 Juta",6,"500 Juta - 1 Miliar",8,,
674,Alley Chisholm,Filbert,Amy,,1,Sekolah Dasar,1,Sekolah Dasar,,,"100 Juta - 500 Juta",7,"20 Juta - 50 Juta",5,,
675,Alisander Conring,Sandro,Thelma,,1,Sekolah Dasar,6,Magister,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
676,Heinrik Eilles,Bradly,Brandice,,2,Sekolah Menengah Pertama,4,Diploma,,,"100 Juta - 500 Juta",7,"0 - 1 Juta",1,,
677,Kerry Conyer,Bryan,Jessica,,2,Sekolah Menengah Pertama,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
678,Catha Gallgher,Barron,Zelda,,6,Magister,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"10 Juta - 20 Juta",4,,
679,Brina Bande,Lefty,Felecia,,5,Sarjana,6,Magister,,,"5 Juta - 10 Juta",3,"50 Juta - 100 Juta",6,,
680,Charles Jonuzi,Abdel,Wenonah,,1,Sekolah Dasar,1,Sekolah Dasar,,,"1 Juta - 5 Juta",2,"1 Juta - 5 Juta",2,,
681,Frederigo Raynton,Ferguson,Sasha,,4,Diploma,6,Magister,,,"10 Juta - 20 Juta",4,"50 Juta - 100 Juta",6,,
682,Constantino Tuckwood,Zeb,Nerita,,1,Sekolah Dasar,7,Doktoral,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
683,Emlynne Bywaters,Brnaba,Marlo,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"100 Juta - 500 Juta",7,,
684,Elfreda Collinette,Ivar,Sophia,,6,Magister,7,Doktoral,,,"100 Juta - 500 Juta",7,"50 Juta - 100 Juta",6,,
685,Ephraim Kendrick,Nicky,Shanon,,5,Sarjana,6,Magister,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
686,Elka Dumper,Rowney,Marja,,6,Magister,4,Diploma,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
687,Annora Shillan,Dex,Willyt,,5,Sarjana,1,Sekolah Dasar,,,"5 Juta - 10 Juta",3,"100 Juta - 500 Juta",7,,
688,Aurthur Klosser,Keene,Maddalena,,6,Magister,5,Sarjana,,,"10 Juta - 20 Juta",4,"0 - 1 Juta",1,,
689,Kettie Karpychev,Leroy,Suzie,,7,Doktoral,3,Sekolah Menengah Atas,,,"50 Juta - 100 Juta",6,"100 Juta - 500 Juta",7,,
690,Hurlee Jammet,Yancey,Regina,,6,Magister,2,Sekolah Menengah Pertama,,,"1 Juta - 5 Juta",2,"50 Juta - 100 Juta",6,,
691,Lorettalorna Jehu,Leonard,Karil,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"5 Juta - 10 Juta",3,"1 Juta - 5 Juta",2,,
692,Windy Metzke,Duke,Nisse,,7,Doktoral,3,Sekolah Menengah Atas,,,"100 Juta - 500 Juta",7,"500 Juta - 1 Miliar",8,,
693,Ronny Losebie,Glendon,Rodie,,6,Magister,4,Diploma,,,"500 Juta - 1 Miliar",8,"5 Juta - 10 Juta",3,,
694,Derrick Lehrer,Paige,Pansie,,1,Sekolah Dasar,6,Magister,,,"1 Juta - 5 Juta",2,"0 - 1 Juta",1,,
695,Angus Rossiter,Harris,Debor,,6,Magister,4,Diploma,,,"0 - 1 Juta",1,"5 Juta - 10 Juta",3,,
696,Darcey Grut,Carly,Bobbette,,6,Magister,6,Magister,,,"10 Juta - 20 Juta",4,"1 Juta - 5 Juta",2,,
697,Emmalynne Inchan,Reinaldo,Pamelina,,4,Diploma,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"0 - 1 Juta",1,,
698,Jeanie Sager,Nevins,Clea,,1,Sekolah Dasar,3,Sekolah Menengah Atas,,,"0 - 1 Juta",1,"20 Juta - 50 Juta",5,,
699,Gordie Getty,Ingemar,Doretta,,4,Diploma,2,Sekolah Menengah Pertama,,,"500 Juta - 1 Miliar",8,"50 Juta - 100 Juta",6,,
700,Dennet Etheridge,Abram,Madlen,,3,Sekolah Menengah Atas,3,Sekolah Menengah Atas,,,"10 Juta - 20 Juta",4,"100 Juta - 500 Juta",7,,
701,Claudina Teresia,Zebedee,Emelina,,5,Sarjana,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"10 Juta - 20 Juta",4,,
702,Selie Parton,Abram,Pavia,,5,Sarjana,3,Sekolah Menengah Atas,,,"1 Juta - 5 Juta",2,"20 Juta - 50 Juta",5,,
703,Andre Redmond,Ferd,Rosanna,,4,Diploma,1,Sekolah Dasar,,,"20 Juta - 50 Juta",5,"100 Juta - 500 Juta",7,,
704,Franklyn Carles,Chan,Zarah,,6,Magister,3,Sekolah Menengah Atas,,,"500 Juta - 1 Miliar",8,"100 Juta - 500 Juta",7,,
705,Geoff Connealy,Aron,Tatiania,,7,Doktoral,7,Doktoral,,,"20 Juta - 50 Juta",5,"50 Juta - 100 Juta",6,,
